"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ARPP21",2.54742293299932e-10,0.469703449076457,0.103,0.069,6.68494726077682e-06,"Retinal progenitors","ARPP21"
"TFIP111",2.5711131296737e-10,0.251164099529767,0.08,0.051,6.74711507488973e-06,"Retinal progenitors","TFIP11"
"RECQL1",2.57359470521894e-10,0.361775764881212,0.138,0.097,6.75362722543555e-06,"Retinal progenitors","RECQL"
"FOXRED11",2.63783618172695e-10,0.206631045273934,0.147,0.105,6.92220970808786e-06,"Retinal progenitors","FOXRED1"
"HORMAD2",2.68200610995856e-10,1.24061865295059,0.017,0.006,7.03812043375326e-06,"Retinal progenitors","HORMAD2"
"ZNF991",2.74245359488101e-10,0.664906332677036,0.038,0.019,7.19674672368676e-06,"Retinal progenitors","ZNF99"
"KLHL212",2.7501902482896e-10,0.297796255669732,0.069,0.042,7.21704924956156e-06,"Retinal progenitors","KLHL21"
"AC073111.3",2.75657304877788e-10,0.85526441222886,0.028,0.013,7.23379899460292e-06,"Retinal progenitors","AC073111.3"
"AC004943.11",2.77363024217687e-10,0.801430161463669,0.026,0.011,7.27856048152054e-06,"Retinal progenitors","AC004943.1"
"RNF114",2.77487977838632e-10,0.192806578275188,0.144,0.103,7.28183951444139e-06,"Retinal progenitors","RNF114"
"PDPR1",2.81479389925374e-10,0.124309995548252,0.222,0.169,7.38658215042165e-06,"Retinal progenitors","PDPR"
"AP001775.2",2.8572678172295e-10,1.47229130756206,0.013,0.004,7.49804220597366e-06,"Retinal progenitors","AP001775.2"
"AL158198.11",2.87497603197106e-10,0.789318668902364,0.034,0.016,7.54451210309846e-06,"Retinal progenitors","AL158198.1"
"ABRAXAS12",2.90589678669406e-10,0.218520853467995,0.097,0.064,7.62565434764254e-06,"Retinal progenitors","ABRAXAS1"
"RNASEH2B-AS11",2.93786976115291e-10,0.613179140540728,0.033,0.016,7.70955782721747e-06,"Retinal progenitors","RNASEH2B-AS1"
"ZNF122",2.96878569434664e-10,0.243528074872665,0.103,0.068,7.79068741910444e-06,"Retinal progenitors","ZNF12"
"SLC6A3",3.00413349536615e-10,1.46448798483287,0.013,0.004,7.88344711853986e-06,"Retinal progenitors","SLC6A3"
"ETF12",3.00978192231477e-10,0.178176028815901,0.14,0.099,7.89826972053842e-06,"Retinal progenitors","ETF1"
"CYR611",3.05140818058632e-10,0.474033927393929,0.036,0.018,8.00750534749463e-06,"Retinal progenitors","CYR61"
"AC108047.11",3.06365797540048e-10,0.377311154928816,0.099,0.066,8.03965125904594e-06,"Retinal progenitors","AC108047.1"
"MTRR2",3.07613521555742e-10,0.106018784197712,0.138,0.097,8.07239403266579e-06,"Retinal progenitors","MTRR"
"ACP61",3.1191665132367e-10,0.113824929309611,0.121,0.082,8.18531676403575e-06,"Retinal progenitors","ACP6"
"CHRFAM7A1",3.13049348376298e-10,0.220876177924319,0.08,0.05,8.2150410000908e-06,"Retinal progenitors","CHRFAM7A"
"DLX1",3.15442867046862e-10,0.382068645904937,0.038,0.019,8.27785171704374e-06,"Retinal progenitors","DLX1"
"C19orf711",3.1617296948786e-10,0.629398050801847,0.05,0.028,8.29701106530041e-06,"Retinal progenitors","C19orf71"
"NELFB1",3.22638934420411e-10,0.169550777946893,0.142,0.101,8.46669091706042e-06,"Retinal progenitors","NELFB"
"SRRM2-AS11",3.38368992085199e-10,0.517850254714253,0.047,0.025,8.8794790902998e-06,"Retinal progenitors","SRRM2-AS1"
"AL359715.11",3.41241616409353e-10,0.596902943500181,0.051,0.028,8.95486249781423e-06,"Retinal progenitors","AL359715.1"
"C10orf672",3.51185310822941e-10,0.616759668690974,0.051,0.029,9.21580492661562e-06,"Retinal progenitors","C10orf67"
"AC105760.21",3.54635955095538e-10,0.363178573230321,0.065,0.039,9.30635673361711e-06,"Retinal progenitors","AC105760.2"
"CDC37L11",3.61329768787683e-10,0.143752067161082,0.142,0.101,9.48201579252639e-06,"Retinal progenitors","CDC37L1"
"ACADL1",3.66913194889321e-10,0.749276953666755,0.025,0.011,9.62853606028557e-06,"Retinal progenitors","ACADL"
"HSF2BP1",3.78369189794396e-10,0.287901645112454,0.086,0.055,9.92916427858455e-06,"Retinal progenitors","HSF2BP"
"ANKRD13A",3.82400901318441e-10,0.208766672356781,0.184,0.138,1.00349644523985e-05,"Retinal progenitors","ANKRD13A"
"ZCCHC241",3.90268540418642e-10,0.570378621690347,0.034,0.016,1.0241427037666e-05,"Retinal progenitors","ZCCHC24"
"CASC101",3.93420312624739e-10,0.305710348420142,0.048,0.026,1.03241358438984e-05,"Retinal progenitors","CASC10"
"BCAS31",3.97275917308155e-10,0.106642351245389,0.818,0.73,1.04253146220006e-05,"Retinal progenitors","BCAS3"
"CMTM71",4.0365748001166e-10,0.111105012204324,0.104,0.069,1.0592779590466e-05,"Retinal progenitors","CMTM7"
"ENDOV1",4.13065877879841e-10,0.217978166052397,0.123,0.085,1.08396747673228e-05,"Retinal progenitors","ENDOV"
"LINC023011",4.16264105084918e-10,0.40293126248115,0.049,0.027,1.09236026456384e-05,"Retinal progenitors","LINC02301"
"TXNDC9",4.36506684008493e-10,0.202218967665683,0.107,0.072,1.14548084017509e-05,"Retinal progenitors","TXNDC9"
"UBA53",4.42972902904917e-10,0.145190281913794,0.181,0.134,1.16244949180308e-05,"Retinal progenitors","UBA5"
"ZNF1141",4.58503731388476e-10,0.438876003352188,0.044,0.024,1.20320549190964e-05,"Retinal progenitors","ZNF114"
"ALDH1A32",4.59508324821377e-10,0.301300689113305,0.052,0.03,1.20584174599626e-05,"Retinal progenitors","ALDH1A3"
"GPAT41",4.6183753937377e-10,0.134877011344302,0.165,0.121,1.21195407082465e-05,"Retinal progenitors","GPAT4"
"CCDC1371",4.65446815806831e-10,0.323689884617891,0.095,0.063,1.22142553404029e-05,"Retinal progenitors","CCDC137"
"CEP681",4.70009324988861e-10,0.149546975026596,0.278,0.222,1.23339847063577e-05,"Retinal progenitors","CEP68"
"KAT5",4.91753726247387e-10,0.2022600874027,0.109,0.074,1.29046012841839e-05,"Retinal progenitors","KAT5"
"NELFCD1",4.94198412086956e-10,0.150357884601235,0.188,0.14,1.29687547299859e-05,"Retinal progenitors","NELFCD"
"TEAD41",4.96052321215067e-10,0.555501533921582,0.043,0.023,1.30174050133258e-05,"Retinal progenitors","TEAD4"
"SYNC1",4.97980459246805e-10,0.10867615940588,0.139,0.098,1.30680032115547e-05,"Retinal progenitors","SYNC"
"ZNRF3-AS11",5.02070839633214e-10,0.946459434072793,0.025,0.011,1.31753429736548e-05,"Retinal progenitors","ZNRF3-AS1"
"AC011498.3",5.4436834878522e-10,1.57741817756681,0.01,0.003,1.42853142088217e-05,"Retinal progenitors","AC011498.3"
"AL356756.1",5.46659204152136e-10,1.15759013922348,0.01,0.003,1.43454308353603e-05,"Retinal progenitors","AL356756.1"
