"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AC016716.2",2.73235772819705e-211,2.12258338420991,0.104,0.018,7.17025315033471e-207,"Retinal ganglion cells","AC016716.2"
"MCTP1",3.3200186132359e-211,1.2255825828919,0.237,0.092,8.71239284485365e-207,"Retinal ganglion cells","MCTP1"
"MT-ATP6",4.03855205096328e-211,0.477907230308475,0.92,0.789,1.05979682921378e-206,"Retinal ganglion cells","MT-ATP6"
"SNCG",6.35104179747183e-211,1.02867372749184,0.194,0.063,1.66664038849256e-206,"Retinal ganglion cells","SNCG"
"LPIN1",1.60637952743256e-210,0.941736305015364,0.289,0.122,4.21546115588851e-206,"Retinal ganglion cells","LPIN1"
"DOPEY2",2.95615693367369e-210,0.749785097496372,0.375,0.183,7.7575470253465e-206,"Retinal ganglion cells","DOPEY2"
"B3GAT1",6.56202204532336e-210,1.0506257594149,0.291,0.127,1.72200582513376e-205,"Retinal ganglion cells","B3GAT1"
"PCLO",1.16827742110869e-209,0.637123925018082,0.736,0.587,3.06579360847341e-205,"Retinal ganglion cells","PCLO"
"MAPKBP1",2.38322412718255e-209,0.893398434805123,0.324,0.149,6.25405675455245e-205,"Retinal ganglion cells","MAPKBP1"
"IGFBP4",4.619228479776e-209,1.71123563616909,0.135,0.033,1.21217793766282e-204,"Retinal ganglion cells","IGFBP4"
"RBMS3",1.54666331483792e-208,1.65512910822745,0.135,0.033,4.05875387079767e-204,"Retinal ganglion cells","RBMS3"
"LRP8",3.06721308053849e-208,0.809812804591036,0.385,0.194,8.0489805659491e-204,"Retinal ganglion cells","LRP8"
"DST",5.56165682007224e-208,0.425747713835882,0.874,0.808,1.45948998272336e-203,"Retinal ganglion cells","DST"
"TVP23A",9.13233713454958e-208,0.913602611327281,0.285,0.121,2.3965079108485e-203,"Retinal ganglion cells","TVP23A"
"CAMK1D",2.37063608703808e-207,0.607237532097899,0.648,0.447,6.22102321960533e-203,"Retinal ganglion cells","CAMK1D"
"PPIP5K1",3.39504533195975e-207,0.949752598175606,0.253,0.101,8.90927796012879e-203,"Retinal ganglion cells","PPIP5K1"
"SLC6A17",1.34885653663537e-206,1.64247969604748,0.096,0.015,3.53966932343853e-202,"Retinal ganglion cells","SLC6A17"
"SPOCK2",1.97942356715362e-206,1.81230358397952,0.104,0.019,5.19440332492453e-202,"Retinal ganglion cells","SPOCK2"
"GRID1",3.18033875911674e-206,1.23090049265955,0.252,0.104,8.34584497167415e-202,"Retinal ganglion cells","GRID1"
"WIPI1",4.13833500560357e-206,1.25355533519791,0.181,0.057,1.08598187217049e-201,"Retinal ganglion cells","WIPI1"
"CCDC92",7.04893795228872e-206,0.811174127571228,0.435,0.236,1.8497822974396e-201,"Retinal ganglion cells","CCDC92"
"MARCH1",9.51716439827078e-206,0.154749635109536,0.739,0.579,2.49749428139422e-201,"Retinal ganglion cells","MARCH1"
"ADCY8",2.03609502562492e-205,1.72741516701461,0.137,0.035,5.34312056624492e-201,"Retinal ganglion cells","ADCY8"
"LZTS1",2.94792709067053e-205,1.70263174381446,0.115,0.024,7.7359502713376e-201,"Retinal ganglion cells","LZTS1"
"SH2B2",4.2823530817015e-205,1.10735207453574,0.229,0.086,1.12377509570011e-200,"Retinal ganglion cells","SH2B2"
"TUBB2A",1.42970020002741e-204,0.901719688933266,0.257,0.103,3.75181926491192e-200,"Retinal ganglion cells","TUBB2A"
"ATP8B4",2.02492140917958e-204,1.82396137136556,0.095,0.015,5.31379876196905e-200,"Retinal ganglion cells","ATP8B4"
"KIF26B-AS1",3.70008074079592e-204,1.34820082592005,0.177,0.056,9.70975187999665e-200,"Retinal ganglion cells","KIF26B-AS1"
"ANKRD27",5.82566145739356e-204,1.01909115849396,0.273,0.115,1.52877007964922e-199,"Retinal ganglion cells","ANKRD27"
"GNPTAB",6.27199634101354e-204,0.918619541647888,0.284,0.122,1.64589727980877e-199,"Retinal ganglion cells","GNPTAB"
"C3orf70",9.0486179737958e-204,0.806160062246275,0.308,0.139,2.37453832868349e-199,"Retinal ganglion cells","C3orf70"
"AP003025.1",1.30230118161465e-203,1.80345931596396,0.112,0.023,3.41749876079316e-199,"Retinal ganglion cells","AP003025.1"
"MPP2",1.71732099922994e-203,1.29147346874618,0.177,0.056,4.50659376617921e-199,"Retinal ganglion cells","MPP2"
"EPB41L4B",2.0692154865968e-203,1.88478252407796,0.112,0.023,5.43003527992733e-199,"Retinal ganglion cells","EPB41L4B"
"ARAP2",4.01402849865334e-203,2.14710334328766,0.102,0.018,1.05336135861661e-198,"Retinal ganglion cells","ARAP2"
"SHH",1.46156314050895e-202,2.45637887639082,0.073,0.007,3.83543399332359e-198,"Retinal ganglion cells","SHH"
"SLC24A3",2.94304715013007e-202,0.262389744222775,0.356,0.171,7.72314433137134e-198,"Retinal ganglion cells","SLC24A3"
"ATP11C",6.01857185089826e-202,0.749622034984093,0.384,0.195,1.57939362511272e-197,"Retinal ganglion cells","ATP11C"
"MYO5A",3.82937702843447e-201,0.623866648278721,0.645,0.442,1.00490511980177e-196,"Retinal ganglion cells","MYO5A"
"AC011900.1",3.85694614275282e-201,1.9629578351246,0.098,0.017,1.01213980678119e-196,"Retinal ganglion cells","AC011900.1"
"SBK1",1.20056280585753e-200,0.852811569449057,0.302,0.135,3.15051691513133e-196,"Retinal ganglion cells","SBK1"
"UNC13B",1.4203387498762e-200,0.682200732525343,0.516,0.308,3.72725294742512e-196,"Retinal ganglion cells","UNC13B"
"ZDHHC9",2.03987544859732e-200,1.17772461748873,0.185,0.061,5.35304115220909e-196,"Retinal ganglion cells","ZDHHC9"
"CD200",4.06836561731963e-200,0.997083510356523,0.248,0.099,1.06762050529702e-195,"Retinal ganglion cells","CD200"
"WSB1",4.67218166770056e-200,0.493796680750054,0.796,0.759,1.22607391323798e-195,"Retinal ganglion cells","WSB1"
"DLG2",1.57598253897792e-199,0.461876258021541,0.724,0.547,4.13569337878586e-195,"Retinal ganglion cells","DLG2"
"GNG4",2.56329230501464e-199,0.984692206978946,0.273,0.117,6.72659166681941e-195,"Retinal ganglion cells","GNG4"
"TMEM200A",3.15873859707804e-199,1.36671120594285,0.15,0.042,8.2891618264522e-195,"Retinal ganglion cells","TMEM200A"
"MAP3K9",6.49347734359707e-199,1.0367010921466,0.222,0.084,1.70401832450674e-194,"Retinal ganglion cells","MAP3K9"
"TMEM150C",8.58758682181672e-199,1.39364613121475,0.156,0.045,2.25355453378114e-194,"Retinal ganglion cells","TMEM150C"
"TRIOBP",1.29697848373044e-198,0.753760928984932,0.478,0.278,3.40353093700542e-194,"Retinal ganglion cells","TRIOBP"
"CXADR",6.7770509078577e-198,0.829528783952475,0.346,0.167,1.77843369924002e-193,"Retinal ganglion cells","CXADR"
"KIAA1841",7.71949596660924e-198,0.697943955282222,0.536,0.332,2.0257501315576e-193,"Retinal ganglion cells","KIAA1841"
"NELL1",1.24132369492334e-197,2.32916438896339,0.128,0.032,3.25748164021783e-193,"Retinal ganglion cells","NELL1"
"AL117190.2",2.10806710471289e-197,0.957032498096178,0.306,0.14,5.53198969618757e-193,"Retinal ganglion cells","AL117190.2"
"CLVS2",1.49758479010892e-196,0.654128607196389,0.499,0.292,3.92996200620382e-192,"Retinal ganglion cells","CLVS2"
"AL356056.2",2.16717256064665e-196,1.28397270435727,0.173,0.055,5.68709423364894e-192,"Retinal ganglion cells","AL356056.2"
"DTNA",3.64862965330213e-196,0.713042340096742,0.579,0.385,9.57473393619544e-192,"Retinal ganglion cells","DTNA"
"LARGE1",1.29643819917169e-195,0.497178444218737,0.733,0.612,3.40211312226634e-191,"Retinal ganglion cells","LARGE1"
"SEMA4A",4.13882038653807e-195,1.95194426164328,0.098,0.018,1.08610924583532e-190,"Retinal ganglion cells","SEMA4A"
"AL049875.1",4.76070391950797e-195,1.19714467667872,0.2,0.071,1.24930392255728e-190,"Retinal ganglion cells","AL049875.1"
"GLRA2",1.99480111063184e-194,0.927377039828014,0.269,0.117,5.23475707452007e-190,"Retinal ganglion cells","GLRA2"
"TRIM46",5.03365296633308e-194,1.40872873903931,0.135,0.035,1.32093121142513e-189,"Retinal ganglion cells","TRIM46"
"DYNC1H1",1.77464283366344e-193,0.61233380497847,0.644,0.447,4.6570177240996e-189,"Retinal ganglion cells","DYNC1H1"
"AP000894.3",1.99468940718802e-193,3.02121475324444,0.066,0.005,5.23446394234281e-189,"Retinal ganglion cells","AP000894.3"
"SQLE",5.7156591357641e-193,0.755825834294451,0.492,0.289,1.49990327040721e-188,"Retinal ganglion cells","SQLE"
"SLC41A2",4.12928168446636e-192,1.10899037370429,0.199,0.071,1.08360609963766e-187,"Retinal ganglion cells","SLC41A2"
"AC114316.2",4.29673679326107e-192,2.8045763575537,0.142,0.041,1.12754966928757e-187,"Retinal ganglion cells","AC114316.2"
"ABCC10",4.92807337727562e-192,1.19132551764449,0.19,0.066,1.29322501566467e-187,"Retinal ganglion cells","ABCC10"
"PARD6G",5.5763433690305e-192,0.83166197129962,0.308,0.143,1.46334402690098e-187,"Retinal ganglion cells","PARD6G"
"STMN4",8.2615326595213e-192,0.930859222807693,0.206,0.075,2.16799140051158e-187,"Retinal ganglion cells","STMN4"
"STAC",1.93467322723945e-191,1.55827091538641,0.13,0.033,5.07696948292176e-187,"Retinal ganglion cells","STAC"
"JPH3",1.20870576063409e-190,1.50636744262733,0.135,0.036,3.17188565705598e-186,"Retinal ganglion cells","JPH3"
"IQGAP1",3.52150611935124e-190,0.77651591192189,0.325,0.154,9.24113635840153e-186,"Retinal ganglion cells","IQGAP1"
"TUBB2B",4.11267902897277e-190,0.686291937450853,0.542,0.327,1.07924923078303e-185,"Retinal ganglion cells","TUBB2B"
"VSTM2A",4.68821721065063e-190,1.33449150365009,0.144,0.04,1.23028196041894e-185,"Retinal ganglion cells","VSTM2A"
"AC092114.1",7.98873798467209e-190,1.93145705361666,0.086,0.013,2.09640462193765e-185,"Retinal ganglion cells","AC092114.1"
"LINC00884",9.16229362348857e-190,0.929350551149751,0.245,0.101,2.40436909267587e-185,"Retinal ganglion cells","LINC00884"
"ADCYAP1",9.44170606930177e-190,2.11193078267559,0.072,0.008,2.47769250670617e-185,"Retinal ganglion cells","ADCYAP1"
"INA",1.28037528187896e-189,0.825834060812692,0.354,0.177,3.35996081470678e-185,"Retinal ganglion cells","INA"
"PTPRN",1.85796407251138e-189,1.76509100880196,0.095,0.017,4.87566931908436e-185,"Retinal ganglion cells","PTPRN"
"CHRM2",2.91090054278576e-189,2.00329207496413,0.104,0.021,7.6387852043784e-185,"Retinal ganglion cells","CHRM2"
"LIMA1",3.83965882893348e-189,1.105593014631,0.196,0.07,1.00760326988872e-184,"Retinal ganglion cells","LIMA1"
"CNTNAP5",4.7406375653857e-189,0.706815406292535,0.361,0.192,1.24403810990852e-184,"Retinal ganglion cells","CNTNAP5"
"RTN2",5.94676184862477e-189,1.16936660507781,0.185,0.063,1.56054924431611e-184,"Retinal ganglion cells","RTN2"
"LRRTM4",1.3130593352776e-188,0.647686328478903,0.451,0.273,3.44573030763549e-184,"Retinal ganglion cells","LRRTM4"
"IGDCC3",1.59593079163062e-188,1.06989923814531,0.239,0.098,4.18804158339708e-184,"Retinal ganglion cells","IGDCC3"
"ADRA1A",2.36578475354442e-188,2.68681005306648,0.078,0.01,6.20829235025127e-184,"Retinal ganglion cells","ADRA1A"
"GABBR1",5.09324890691034e-188,0.712094710590009,0.446,0.249,1.33657037815141e-183,"Retinal ganglion cells","GABBR1"
"GRAMD4",5.88143857611307e-188,0.992041997725113,0.255,0.107,1.54340711114359e-183,"Retinal ganglion cells","GRAMD4"
"LUZP2",8.54141550524839e-188,1.27477713561191,0.589,0.447,2.24143825688728e-183,"Retinal ganglion cells","LUZP2"
"ABCA6",1.15300351413003e-187,2.5226779107524,0.081,0.011,3.02571182178004e-183,"Retinal ganglion cells","ABCA6"
"XYLT1",2.63375042312307e-187,1.03416855527663,0.449,0.272,6.91148786035957e-183,"Retinal ganglion cells","XYLT1"
"CMIP",6.66211941348591e-187,0.525380313387364,0.688,0.516,1.74827337648697e-182,"Retinal ganglion cells","CMIP"
"ATP1B3",7.64310827115173e-187,0.75878409604079,0.404,0.216,2.00570447251564e-182,"Retinal ganglion cells","ATP1B3"
"CEMIP2",4.42483737413983e-186,0.850605104925026,0.327,0.16,1.16116582372177e-181,"Retinal ganglion cells","CEMIP2"
"SLIT2",1.48569933771112e-185,0.486409740364534,0.744,0.563,3.89877220202151e-181,"Retinal ganglion cells","SLIT2"
"SLC27A4",4.09885554864172e-185,1.1450076312785,0.182,0.063,1.07562167307456e-180,"Retinal ganglion cells","SLC27A4"
"SLC6A1",5.9556996989602e-185,1.49131097032718,0.181,0.063,1.56289471500114e-180,"Retinal ganglion cells","SLC6A1"
"MT-CO2",1.09385386860434e-184,0.526537202908025,0.857,0.701,2.87049132199152e-180,"Retinal ganglion cells","MT-CO2"
"FMN2",1.98365902921825e-184,0.545936076779539,0.675,0.476,5.20551802447453e-180,"Retinal ganglion cells","FMN2"
"UBE2E2",6.42729350572407e-184,0.438216766004413,0.779,0.633,1.68665036177211e-179,"Retinal ganglion cells","UBE2E2"
"C8orf87",1.60111496204408e-183,2.03013614087175,0.08,0.012,4.20164588339609e-179,"Retinal ganglion cells","C8orf87"
"CPNE8",6.49422261775617e-183,1.27430039132021,0.188,0.068,1.70421389935157e-178,"Retinal ganglion cells","CPNE8"
"SH3PXD2A",8.58510959588512e-183,0.986709216027886,0.299,0.143,2.25290446015217e-178,"Retinal ganglion cells","SH3PXD2A"
"AKAP1",1.7614791907686e-182,1.17803720197988,0.181,0.062,4.62247369241497e-178,"Retinal ganglion cells","AKAP1"
"MAPRE2",2.38166068437126e-182,0.649951456921462,0.473,0.273,6.24995396792707e-178,"Retinal ganglion cells","MAPRE2"
"CSDC2",4.0858155277112e-182,2.42074807587689,0.078,0.011,1.07219971078197e-177,"Retinal ganglion cells","CSDC2"
"MAP7D2",8.53122334881691e-182,1.32029004809837,0.128,0.033,2.23876363119653e-177,"Retinal ganglion cells","MAP7D2"
"FXYD7",1.04810891912832e-181,1.4112234355257,0.127,0.033,2.75044742557653e-177,"Retinal ganglion cells","FXYD7"
"EXT1",1.44051241941067e-181,0.645267477467296,0.788,0.719,3.78019269101748e-177,"Retinal ganglion cells","EXT1"
"LHFPL5",9.83540017697895e-181,2.23159151337349,0.075,0.01,2.58100571444282e-176,"Retinal ganglion cells","LHFPL5"
"CDS2",1.06272331288237e-180,0.772140193027321,0.385,0.203,2.78879851766591e-176,"Retinal ganglion cells","CDS2"
"LYPD6B",2.30982983279538e-180,1.82274716521578,0.103,0.022,6.06145544722164e-176,"Retinal ganglion cells","LYPD6B"
"VASH2",2.33169067489224e-180,0.66138143530576,0.373,0.191,6.11882266905222e-176,"Retinal ganglion cells","VASH2"
"ANO8",8.91518787931289e-180,1.13068878868559,0.19,0.069,2.33952360328929e-175,"Retinal ganglion cells","ANO8"
"KIAA0319",1.03884698030958e-179,1.28860637515437,0.142,0.041,2.72614224572841e-175,"Retinal ganglion cells","KIAA0319"
"ITGAL",1.1442182206173e-179,2.12006607365668,0.084,0.013,3.00265745454392e-175,"Retinal ganglion cells","ITGAL"
"PRR5",1.51105990355665e-179,1.90760208719537,0.094,0.018,3.96532339891335e-175,"Retinal ganglion cells","PRR5"
"USP31",2.95300827246572e-179,0.89365124565616,0.26,0.113,7.74928430860454e-175,"Retinal ganglion cells","USP31"
"LINC01841",3.30445032622043e-179,1.73906166897482,0.109,0.025,8.67153854606765e-175,"Retinal ganglion cells","LINC01841"
"KLF8",3.65249307051102e-179,1.45791286394569,0.12,0.03,9.58487231563503e-175,"Retinal ganglion cells","KLF8"
"MXRA7",2.24337638784862e-178,0.839941266590396,0.242,0.1,5.88706831699235e-174,"Retinal ganglion cells","MXRA7"
"ARHGAP20",2.83150541780261e-178,1.51639232192339,0.146,0.044,7.43043651739762e-174,"Retinal ganglion cells","ARHGAP20"
"GRK4",3.22924428331666e-178,0.808405996381016,0.298,0.141,8.47418284827957e-174,"Retinal ganglion cells","GRK4"
"MAPK8IP1",7.1402125253501e-178,1.13126368436139,0.149,0.045,1.87373457090237e-173,"Retinal ganglion cells","MAPK8IP1"
"ANKDD1A",1.53680465664317e-177,0.940285643652019,0.253,0.109,4.03288277996302e-173,"Retinal ganglion cells","ANKDD1A"
"SLC4A3",3.83692744538589e-177,1.74072616448851,0.101,0.021,1.00688650021817e-172,"Retinal ganglion cells","SLC4A3"
"PDZD4",4.32992735080435e-177,1.16149812687148,0.172,0.059,1.13625953539808e-172,"Retinal ganglion cells","PDZD4"
"AC092920.1",1.18748922313626e-176,1.81946705204413,0.103,0.022,3.11620921935418e-172,"Retinal ganglion cells","AC092920.1"
"CTTNBP2",2.58344362278672e-176,0.647830905183901,0.442,0.25,6.77947275491692e-172,"Retinal ganglion cells","CTTNBP2"
"TMEM44",2.74739161460052e-176,0.955211653593366,0.248,0.107,7.2097050750347e-172,"Retinal ganglion cells","TMEM44"
"JAG2",2.91156024974696e-176,1.70590612165162,0.095,0.019,7.64051640738598e-172,"Retinal ganglion cells","JAG2"
"RIPOR2",4.1112850367156e-176,0.854284395889022,0.326,0.163,1.07888341933491e-171,"Retinal ganglion cells","RIPOR2"
"AC020611.2",4.32086097730282e-176,1.06884394302269,0.181,0.064,1.13388033766381e-171,"Retinal ganglion cells","AC020611.2"
"ENOX2",6.83312718202433e-176,1.01279807049161,0.4,0.224,1.79314923510683e-171,"Retinal ganglion cells","ENOX2"
"MLXIP",8.04227623286726e-176,0.959145166771538,0.22,0.088,2.11045412902903e-171,"Retinal ganglion cells","MLXIP"
"SFXN3",1.97234984214068e-175,2.29513319764833,0.076,0.011,5.17584045574557e-171,"Retinal ganglion cells","SFXN3"
"SCG3",3.60635441040545e-175,0.949328034862691,0.231,0.095,9.46379524378599e-171,"Retinal ganglion cells","SCG3"
"EOMES",1.21710473137454e-174,2.36362007333218,0.079,0.012,3.19392623607306e-170,"Retinal ganglion cells","EOMES"
"SGCG",3.16017246385387e-174,2.38896041723367,0.084,0.014,8.29292457964532e-170,"Retinal ganglion cells","SGCG"
"AC104009.1",5.81104727223297e-174,1.78814882428554,0.079,0.012,1.52493502517938e-169,"Retinal ganglion cells","AC104009.1"
"CSMD2",6.57744265806649e-174,0.81202532995423,0.442,0.27,1.72605250232981e-169,"Retinal ganglion cells","CSMD2"
"CAMKK2",1.12258896221835e-173,0.924168163728958,0.264,0.118,2.94589795465339e-169,"Retinal ganglion cells","CAMKK2"
"ABHD2",1.24608851321691e-173,0.795151865474185,0.33,0.165,3.26998547638381e-169,"Retinal ganglion cells","ABHD2"
"LINC01781",1.94616447854541e-173,3.95294289269814,0.054,0.003,5.10712482459886e-169,"Retinal ganglion cells","LINC01781"
"AC092839.1",2.82168042422986e-173,1.11470741805167,0.176,0.062,7.40465376926399e-169,"Retinal ganglion cells","AC092839.1"
"RIMS3",4.09548785189498e-173,1.12069689326842,0.175,0.061,1.07473792209428e-168,"Retinal ganglion cells","RIMS3"
"AC245297.3",5.5672635139406e-173,0.710668977481565,0.381,0.204,1.46096129132829e-168,"Retinal ganglion cells","AC245297.3"
"ZNF69",6.10693284161405e-173,0.771256077695202,0.406,0.224,1.60258131629636e-168,"Retinal ganglion cells","ZNF69"
"FLRT2",8.69418817662321e-173,0.667101559246668,0.386,0.21,2.28152886130946e-168,"Retinal ganglion cells","FLRT2"
"LGI2",1.60712512936045e-172,1.72421588172063,0.085,0.014,4.21741776446769e-168,"Retinal ganglion cells","LGI2"
"LPCAT4",5.02239754761269e-171,1.20480024311972,0.168,0.058,1.31797756444452e-166,"Retinal ganglion cells","LPCAT4"
"TFR2",6.59073894698372e-171,1.53941698573077,0.122,0.033,1.72954171446747e-166,"Retinal ganglion cells","TFR2"
"PWAR6",6.85611054635751e-171,0.752019074101965,0.326,0.161,1.79918052957514e-166,"Retinal ganglion cells","PWAR6"
"CBLN2",9.06894165752963e-171,1.24493575015056,0.128,0.035,2.37987166976893e-166,"Retinal ganglion cells","CBLN2"
"AL450442.1",1.55233009675234e-170,2.412115566118,0.083,0.014,4.07362463989748e-166,"Retinal ganglion cells","AL450442.1"
"MMP17",3.61524704909709e-170,1.36162905212243,0.142,0.043,9.48713130624057e-166,"Retinal ganglion cells","MMP17"
"PDZD2",9.13916883519721e-170,0.691326274468334,0.419,0.244,2.39830068573245e-165,"Retinal ganglion cells","PDZD2"
"ANO10",1.39503052873358e-169,0.617248992949212,0.506,0.311,3.66083911350265e-165,"Retinal ganglion cells","ANO10"
"GAS2",2.02628288677242e-169,0.855707758736709,0.272,0.125,5.31737155146818e-165,"Retinal ganglion cells","GAS2"
"TMEM130",2.51716477359264e-169,1.27317888019511,0.124,0.034,6.60554379886181e-165,"Retinal ganglion cells","TMEM130"
"VEGFA",4.83833066526094e-169,0.901041762238805,0.245,0.106,1.26967473317777e-164,"Retinal ganglion cells","VEGFA"
"CAMK2A",6.23017606935648e-169,1.52772364023311,0.116,0.03,1.63492280412053e-164,"Retinal ganglion cells","CAMK2A"
"GOLGA8B",1.2891746008687e-168,1.04239287618249,0.245,0.108,3.38305198759964e-164,"Retinal ganglion cells","GOLGA8B"
"CES4A",3.16774171687473e-168,2.00812181599835,0.089,0.017,8.31278781342266e-164,"Retinal ganglion cells","CES4A"
"TSPAN11",3.3353556325649e-168,1.06483943954644,0.19,0.072,8.7526402509768e-164,"Retinal ganglion cells","TSPAN11"
"FBXO27",8.55157732187274e-168,1.33062348038087,0.127,0.036,2.24410492080584e-163,"Retinal ganglion cells","FBXO27"
"SYT5",1.05887633295313e-167,1.51807071358629,0.125,0.034,2.7787032729356e-163,"Retinal ganglion cells","SYT5"
"FAM85B",1.65501775045974e-167,0.633377807221282,0.532,0.342,4.34309758075645e-163,"Retinal ganglion cells","FAM85B"
"CCDC24",3.83777383610207e-167,1.56685610142262,0.107,0.025,1.00710861006991e-162,"Retinal ganglion cells","CCDC24"
"EFR3B",4.88659952363651e-167,0.718801595295114,0.435,0.254,1.28234144699269e-162,"Retinal ganglion cells","EFR3B"
"AC007495.1",5.24246865208173e-167,2.31491754419592,0.077,0.012,1.37572862367929e-162,"Retinal ganglion cells","AC007495.1"
"ZDHHC11",6.63858117792557e-167,1.12395634251727,0.156,0.051,1.74209647271123e-162,"Retinal ganglion cells","ZDHHC11"
"AC113383.1",7.96492998392998e-167,1.26149692114692,0.142,0.044,2.09015692638291e-162,"Retinal ganglion cells","AC113383.1"
"SEMA4F",6.73818302480688e-166,1.40983503638736,0.109,0.026,1.76823398936982e-161,"Retinal ganglion cells","SEMA4F"
"PPFIA4",8.74813665327281e-166,1.18901014552362,0.144,0.045,2.29568602055185e-161,"Retinal ganglion cells","PPFIA4"
"STX2",1.34134806375612e-165,0.779503331791855,0.356,0.187,3.51996558890882e-161,"Retinal ganglion cells","STX2"
"NEXMIF",2.24177903087521e-165,0.620577165940094,0.4,0.221,5.88287653282273e-161,"Retinal ganglion cells","NEXMIF"
"ALKAL2",2.87993301036882e-165,1.84744709815985,0.075,0.011,7.55752020580985e-161,"Retinal ganglion cells","ALKAL2"
"STUM",1.07310998666397e-164,1.90606034472672,0.083,0.015,2.81605522700358e-160,"Retinal ganglion cells","STUM"
"ATP1B1",1.18674664794951e-164,0.837315549569842,0.271,0.126,3.11426055354911e-160,"Retinal ganglion cells","ATP1B1"
"NEFL",1.717157016769e-164,0.871009570322516,0.194,0.075,4.50616344340521e-160,"Retinal ganglion cells","NEFL"
"KIAA1324",2.26265079428159e-164,1.58904764502996,0.105,0.025,5.93764821435375e-160,"Retinal ganglion cells","KIAA1324"
"CCER2",2.58808008419044e-164,1.98205123401511,0.076,0.012,6.79163975693254e-160,"Retinal ganglion cells","CCER2"
"KCNQ3",3.18289177893044e-164,0.558718570016422,0.408,0.23,8.35254460626926e-160,"Retinal ganglion cells","KCNQ3"
"ABCA9",4.38301813473536e-164,2.11383934534274,0.076,0.012,1.15019161891725e-159,"Retinal ganglion cells","ABCA9"
"KCNJ12",5.57175061129521e-164,2.80517341919885,0.054,0.004,1.46213879541609e-159,"Retinal ganglion cells","KCNJ12"
"CD276",7.45453046686337e-164,0.864915211453716,0.274,0.128,1.95621788511428e-159,"Retinal ganglion cells","CD276"
"AC099520.1",1.15655732454145e-163,2.56137482859102,0.127,0.038,3.03503773106167e-159,"Retinal ganglion cells","AC099520.1"
"PIK3CD",1.18588339538121e-163,1.21047660293466,0.14,0.043,3.11199520615938e-159,"Retinal ganglion cells","PIK3CD"
"BEAN1",2.95250254138026e-163,1.44807499257385,0.118,0.032,7.74795716909007e-159,"Retinal ganglion cells","BEAN1"
"RCAN3",3.33675673734001e-163,1.66933390202714,0.1,0.023,8.75631703012766e-159,"Retinal ganglion cells","RCAN3"
"TLE4",4.86488937735855e-163,0.757787991761325,0.698,0.547,1.27664427040643e-158,"Retinal ganglion cells","TLE4"
"B4GALNT1",5.28842526512853e-163,1.87227429672723,0.079,0.013,1.38778855807503e-158,"Retinal ganglion cells","B4GALNT1"
"IDS",6.7966032952517e-163,0.993962786630643,0.198,0.077,1.78356463673995e-158,"Retinal ganglion cells","IDS"
"DTX1",9.09690752359695e-163,1.06103073705649,0.179,0.066,2.38721047234231e-158,"Retinal ganglion cells","DTX1"
"GARNL3",1.02258808662196e-162,0.759325466765025,0.279,0.132,2.68347565691335e-158,"Retinal ganglion cells","GARNL3"
"TMOD2",1.12422307503552e-162,0.758119541357204,0.301,0.147,2.95018619350821e-158,"Retinal ganglion cells","TMOD2"
"ATP8A1",3.33012783967238e-162,0.449705098236394,0.498,0.296,8.73892147686827e-158,"Retinal ganglion cells","ATP8A1"
"AC100830.1",3.57448331215152e-162,1.23038626393125,0.162,0.057,9.38015910774803e-158,"Retinal ganglion cells","AC100830.1"
"AC092666.1",8.94546655177849e-162,1.59154739565067,0.116,0.031,2.34746933251771e-157,"Retinal ganglion cells","AC092666.1"
"RAB15",1.89674916483603e-161,1.16166738457753,0.171,0.062,4.97744915836272e-157,"Retinal ganglion cells","RAB15"
"CDH9",4.09711896430172e-161,2.17536775427776,0.083,0.016,1.07516595861206e-156,"Retinal ganglion cells","CDH9"
"CCDC85A",4.75171049861109e-161,0.582175219770075,0.458,0.276,1.24694386904552e-156,"Retinal ganglion cells","CCDC85A"
"FUT8",5.99665140621228e-161,0.678802278676436,0.551,0.368,1.57364126201823e-156,"Retinal ganglion cells","FUT8"
"EML2",8.14488961193852e-161,1.1010283808374,0.158,0.054,2.13738193196491e-156,"Retinal ganglion cells","EML2"
"LY6H",9.87073296726348e-161,1.51578900079078,0.088,0.018,2.59027774526928e-156,"Retinal ganglion cells","LY6H"
"TMC3-AS1",1.1749603782052e-160,1.81349589874248,0.091,0.019,3.08333102448609e-156,"Retinal ganglion cells","TMC3-AS1"
"WDR47",2.46860145208444e-160,0.714992198298262,0.291,0.14,6.47810393055998e-156,"Retinal ganglion cells","WDR47"
"TTC7A",3.16313625659913e-160,0.671780966531557,0.276,0.129,8.30070216456743e-156,"Retinal ganglion cells","TTC7A"
"MVK",5.86195375314438e-160,1.09094368760792,0.172,0.062,1.53829390390015e-155,"Retinal ganglion cells","MVK"
"AK5",9.58557254836807e-160,1.09024228867504,0.166,0.06,2.51544594814275e-155,"Retinal ganglion cells","AK5"
"DSC2",1.29706254105518e-159,1.18758186347585,0.161,0.056,3.403751520237e-155,"Retinal ganglion cells","DSC2"
"SLC15A4",1.89648438681527e-159,0.885566630435393,0.269,0.126,4.97675432788064e-155,"Retinal ganglion cells","SLC15A4"
"ABLIM1",5.53230985900901e-159,0.550604806921099,0.642,0.474,1.45178875320114e-154,"Retinal ganglion cells","ABLIM1"
